Loc1_20081123_0653_d1000
Date	Time	Depth	T	Salinity(psu)
11/29/2008	06:52	960	6.38	34.85
11/29/2008	06:52	961	6.37	34.85
11/29/2008	06:52	962	6.36	34.85
11/29/2008	06:52	963	6.36	34.85
11/29/2008	06:52	964	6.35	34.85
11/29/2008	06:52	965	6.35	34.85
11/29/2008	06:52	966	6.35	34.85
11/29/2008	06:52	967	6.35	34.85
11/29/2008	06:52	968	6.35	34.85
11/29/2008	06:52	969	6.35	34.85
11/29/2008	06:52	970	6.32	34.85
11/29/2008	06:52	971	6.32	34.85
11/29/2008	06:52	972	6.33	34.86
11/29/2008	06:52	973	6.33	34.86
11/29/2008	06:52	974	6.33	34.86
11/29/2008	06:52	975	6.34	34.86
11/29/2008	06:52	976	6.34	34.86
11/29/2008	06:52	977	6.33	34.86
11/29/2008	06:52	978	6.32	34.86
11/29/2008	06:52	979	6.32	34.86
11/29/2008	06:52	980	6.31	34.86
11/29/2008	06:52	981	6.3	34.86
11/29/2008	06:52	982	6.29	34.86
11/29/2008	06:52	983	6.29	34.86
11/29/2008	06:52	984	6.27	34.86
11/29/2008	06:52	985	6.26	34.86
11/29/2008	06:52	986	6.24	34.86
11/29/2008	06:52	987	6.23	34.86
11/29/2008	06:52	988	6.22	34.86
11/29/2008	06:52	989	6.21	34.86
11/29/2008	06:52	990	6.19	34.85
11/29/2008	06:52	991	6.18	34.85
11/29/2008	06:52	992	6.17	34.85
11/29/2008	06:52	993	6.16	34.85
11/29/2008	06:52	994	6.14	34.85
11/29/2008	06:52	995	6.13	34.85
11/29/2008	06:52	996	6.13	34.85
11/29/2008	06:52	997	6.13	34.85
11/29/2008	06:52	998	6.12	34.85
11/29/2008	06:52	999	6.12	34.85
11/29/2008	06:52	1000	6.11	34.85
